109	East Rochester Village	6,580	1.7	14.6
110	Niskayuna Town	22,486	1	17.3
111	Ulster Town	12,600	1	18.4
112	Hamburg Town	46,490	0.9	19.1
113	Cohoes	16,979	2.7	11.5
114	Dunkirk	11,755	2	14.5
115	Rome	32,298	1.5	16.7
116	Cortland	18,631	1.5	17
117	Yonkers	202,827	3.5	8.7
118	Plattsburgh City	19,651	1.8	15.9
119	Guilderland Town	34,260	0.8	20.1
120	Oneonta City	14,073	2.3	13.6
121	Geddes Town	10,177	0.7	21.1
122	Riverhead Town	33,812	1.5	17.8
123	Tonawanda	14,868	1.8	16.5
124	Johnstown	8,265	1.6	18.1
125	Wallkill Town	29,123	1.6	18.6
126	Saratoga Springs	28,237	2.2	16.6
127	Irondequoit Town	50,212	1.8	18.4
128	Seneca Falls Town	8,670	0.8	23.1
129	Geneva	12,841	2.4	17.2
130	Colonie Town	79,842	1	23.2
131	Spring Valley Village	32,909	3.6	12.2
132	Solvay Village	6,307	2.5	17.1
133	East Greenbush Town	16,331	0.7	24.7
134	Canandaigua	10,252	2.3	18.9
135	DeWitt Town	25,268	1.3	23.1
136	Greece Town	96,650	2	21.1
137	Port Jervis	8,599	2.8	19.1
138	Ilion Village	7,736	2.7	21.1
139	Kingston	23,077	3	20.7
140	Lackawanna	17,904	3.9	17.6
141	Hempstead Village	56,059	5.7	10.5
142	Middletown	27,885	3.9	18.3
143	Oswego City	17,370	2.1	26.2
144	New Hartford Town and Village	20,232	0.2	34.2
145	Mount Vernon	68,889	5.1	14.2
146	Rotterdam Town	29,882	1.2	30.4
147	Ithaca	31,145	2.3	26.2
148	Newburgh Town	31,200	1.1	31.3
149	Elmira	27,556	2.5	25.5
150	Gates Town	28,717	2	28.7
151	Watervliet	10,115	3.6	22.2
152	New York	8,523,171	5.4	15
153	Cheektowaga Town	77,648	2.4	27.8
154	Fulton City	11,244	0.7	35.2
155	Woodbury Town	11,114	0.6	37.4
156	Niagara Town	8,014	2.1	31.4
157	Newark Village	8,864	3.3	28
158	Olean	13,615	3.2	29.6
159	Corning	10,643	4.9	22.9
160	Batavia	14,565	4.3	25.4
161	Monticello Village	6,414	5.5	22
162	Norwich	6,656	4.7	25.5
163	Poughkeepsie	30,580	7.1	16.2
164	Gloversville	14,860	5.6	24.4
165	Auburn	26,570	5.2	27
166	Lakewood-Busti	7,260	0.1	48.9
167	Ogdensburg	10,629	3	37.2
168	Troy	49,491	5.7	28.5
169	Endicott Village	12,754	5.5	31.1
170	Oneida	10,940	4.8	34.5
171	Utica	60,413	6.3	31.7
172	Johnson City Village	14,418	4.4	41.3
173	Jamestown	29,384	7.7	27.8
174	Syracuse	143,129	7	30.9
175	Watertown	25,525	6.9	35.4
176	Rochester	207,701	7.8	33.9
177	Albany	98,322	8.4	32
178	Schenectady	65,550	9.5	32.1
179	Newburgh	28,282	11.6	23.2
180	Binghamton	44,876	7.3	42.2
181	Niagara Falls	48,225	8.7	40.7
182	Buffalo	258,219	10.4	38.2
